order_bk,carrier,tracking_number,shipped_date_sk,delivered_date_sk,is_delivered
1000000456,PICKUP,,270.0,271.0,1
1000000457,Correo Argentino,TRK-Y2B73RRFKR,637.0,641.0,1
1000000458,Correo Argentino,TRK-5QH1PTXGSR,302.0,309.0,1
1000000459,Correo Argentino,TRK-MIKWMVW9KQ,351.0,355.0,1
1000000460,Correo Argentino,TRK-XI7FCYQ8QD,93.0,95.0,1
1000000461,Correo Argentino,TRK-CWD7X2N8LY,85.0,90.0,1
1000000462,Correo Argentino,TRK-PLU4XODBSQ,148.0,153.0,1
1000000463,Correo Argentino,TRK-D2VSOEZFDJ,608.0,612.0,1
1000000464,PICKUP,,,,0
1000000465,Correo Argentino,,,,0
1000000466,Correo Argentino,TRK-26BOCEIAJX,562.0,566.0,1
1000000467,PICKUP,,368.0,369.0,1
1000000468,Correo Argentino,TRK-ONUKKQ6AQL,304.0,307.0,1
1000000469,Correo Argentino,TRK-4Q40I1MCY2,529.0,534.0,1
1000000470,PICKUP,,39.0,40.0,1
1000000471,PICKUP,,12.0,13.0,1
1000000472,Correo Argentino,TRK-P4FC06HGFL,574.0,578.0,1
1000000473,Correo Argentino,TRK-M9NRAUZ73B,425.0,428.0,1
1000000474,PICKUP,,216.0,217.0,1
1000000475,PICKUP,,,,0
1000000476,Correo Argentino,TRK-SKYKZ1GWJI,454.0,458.0,1
1000000477,Correo Argentino,TRK-MOX9FXQ6S2,504.0,508.0,1
1000000478,PICKUP,,,,0
1000000479,PICKUP,,556.0,557.0,1
1000000480,PICKUP,,525.0,526.0,1
1000000481,PICKUP,,29.0,30.0,1
1000000482,PICKUP,,342.0,343.0,1
1000000483,Correo Argentino,TRK-2TE8ECZG04,9.0,13.0,1
1000000484,Correo Argentino,TRK-L0G7TP20PV,585.0,589.0,1
1000000485,Correo Argentino,TRK-X4XSQ60MV6,180.0,183.0,1
1000000486,PICKUP,,206.0,207.0,1
1000000487,PICKUP,,366.0,367.0,1
1000000488,Correo Argentino,TRK-TAIAUXY9OR,142.0,144.0,1
1000000489,PICKUP,,602.0,603.0,1
1000000490,PICKUP,,274.0,275.0,1
1000000491,PICKUP,,321.0,322.0,1
1000000492,PICKUP,,636.0,637.0,1
1000000493,Correo Argentino,TRK-UMZT2EODA5,544.0,546.0,1
1000000494,Correo Argentino,TRK-SK2MLFDTLT,208.0,211.0,1
1000000495,PICKUP,,,,0
1000000496,Correo Argentino,TRK-ZAF7FR7M4K,320.0,323.0,1
1000000497,PICKUP,,247.0,248.0,1
1000000498,Correo Argentino,TRK-0N8O1S9KT9,248.0,251.0,1
1000000499,Correo Argentino,,,,0
1000000500,Correo Argentino,,,,0
1000000501,PICKUP,,140.0,141.0,1
1000000502,Correo Argentino,TRK-QDM330FLOC,278.0,282.0,1
1000000503,Correo Argentino,TRK-3VLY26Y7XP,599.0,601.0,1
1000000504,Correo Argentino,TRK-GIYRNQ1M3A,406.0,410.0,1
1000000505,PICKUP,,,,0
1000000506,Correo Argentino,TRK-C51SJ92IEU,342.0,347.0,1
1000000507,PICKUP,,557.0,558.0,1
1000000508,Correo Argentino,TRK-KZ96U4OO1E,156.0,160.0,1
1000000509,Correo Argentino,TRK-D4DJXMVMTY,582.0,587.0,1
1000000510,Correo Argentino,TRK-3ED46KIHOK,247.0,250.0,1
1000000511,Correo Argentino,TRK-APXETGCJ7L,8.0,15.0,1
1000000512,Correo Argentino,TRK-NZAF9KW51D,626.0,628.0,1
1000000513,PICKUP,,348.0,349.0,1
1000000514,PICKUP,,287.0,288.0,1
1000000515,Correo Argentino,TRK-CXLZE639KW,2.0,6.0,1
1000000516,PICKUP,,443.0,444.0,1
1000000517,Correo Argentino,TRK-1Y2D6UNUWI,173.0,178.0,1
1000000518,PICKUP,,539.0,540.0,1
1000000519,Correo Argentino,TRK-YEJL0TI4NR,113.0,117.0,1
1000000520,Correo Argentino,TRK-C6CGELVD3D,30.0,35.0,1
1000000521,Correo Argentino,TRK-WOQIH029NL,241.0,247.0,1
1000000522,Correo Argentino,TRK-83NC8MQ5S4,240.0,242.0,1
1000000523,PICKUP,,264.0,265.0,1
1000000524,PICKUP,,134.0,135.0,1
1000000525,Correo Argentino,TRK-WXW0SQGOVX,14.0,19.0,1
1000000526,Correo Argentino,TRK-C52R3AKEZ7,51.0,53.0,1
1000000527,PICKUP,,505.0,506.0,1
1000000528,PICKUP,,53.0,54.0,1
1000000529,Correo Argentino,TRK-OPBL120ETC,294.0,297.0,1
1000000530,Correo Argentino,TRK-2J1WMPQ30V,133.0,136.0,1
1000000531,PICKUP,,344.0,345.0,1
1000000532,Correo Argentino,TRK-6OQNFC3Y0S,286.0,290.0,1
1000000533,Correo Argentino,TRK-JMHJ6C6AB5,485.0,489.0,1
1000000534,Correo Argentino,TRK-GRBKCY7QFU,419.0,422.0,1
1000000535,Correo Argentino,TRK-FQMJ22OIGK,466.0,471.0,1
1000000536,PICKUP,,427.0,428.0,1
1000000537,PICKUP,,243.0,244.0,1
1000000538,Correo Argentino,TRK-YG8CV71E4F,352.0,357.0,1
1000000539,Correo Argentino,TRK-OWMWGOSNST,426.0,429.0,1
1000000540,Correo Argentino,,,,0
1000000541,PICKUP,,366.0,367.0,1
1000000542,Correo Argentino,TRK-VS1VUCAHOG,124.0,126.0,1
1000000543,Correo Argentino,TRK-JDZO392PTG,210.0,215.0,1
1000000544,PICKUP,,83.0,84.0,1
1000000545,PICKUP,,453.0,454.0,1
1000000546,Correo Argentino,TRK-FF4YEX324G,322.0,326.0,1
1000000547,Correo Argentino,TRK-9Z9CPCYWC9,520.0,523.0,1
1000000548,Correo Argentino,TRK-MTB77MEUUY,628.0,632.0,1
1000000549,Correo Argentino,TRK-IQA123NCRJ,440.0,444.0,1
1000000550,Correo Argentino,TRK-T5Q07NJ8A2,472.0,479.0,1
1000000551,Correo Argentino,TRK-WOO0HLLSSG,639.0,641.0,1
1000000552,PICKUP,,480.0,481.0,1
1000000553,PICKUP,,176.0,177.0,1
1000000554,Correo Argentino,TRK-UQOLF8MJL8,512.0,514.0,1
1000000555,Correo Argentino,TRK-WKR38K2D0J,580.0,582.0,1
1000000556,PICKUP,,388.0,389.0,1
1000000557,PICKUP,,99.0,100.0,1
1000000558,PICKUP,,267.0,268.0,1
1000000559,PICKUP,,377.0,378.0,1
1000000560,Correo Argentino,TRK-LX6VYM6QGO,495.0,500.0,1
1000000561,Correo Argentino,TRK-A4RH7GN938,441.0,443.0,1
1000000562,Correo Argentino,TRK-RFQCD0Y4Q9,522.0,526.0,1
1000000563,PICKUP,,80.0,81.0,1
1000000564,PICKUP,,134.0,135.0,1
1000000565,Correo Argentino,,,,0
1000000566,Correo Argentino,TRK-6LR0LU57BQ,466.0,470.0,1
1000000567,PICKUP,,218.0,219.0,1
1000000568,PICKUP,,172.0,173.0,1
1000000569,PICKUP,,497.0,498.0,1
1000000570,PICKUP,,245.0,246.0,1
1000000571,PICKUP,,112.0,113.0,1
1000000572,PICKUP,,245.0,246.0,1
1000000573,Correo Argentino,TRK-943UN69YDY,14.0,16.0,1
1000000574,Correo Argentino,TRK-VPASGPAGI3,89.0,93.0,1
1000000575,PICKUP,,,,0
1000000576,Correo Argentino,TRK-57HDIJWPY5,153.0,157.0,1
1000000577,PICKUP,,381.0,382.0,1
1000000578,PICKUP,,323.0,324.0,1
1000000579,Correo Argentino,TRK-W7RPNKGD8A,488.0,491.0,1
1000000580,Correo Argentino,,,,0
1000000581,Correo Argentino,TRK-FK4X1KJ49Y,92.0,97.0,1
1000000582,Correo Argentino,TRK-5V6J9RUFIV,282.0,284.0,1
1000000583,Correo Argentino,TRK-1GRG946BKC,341.0,345.0,1
1000000584,Correo Argentino,TRK-50UMSZU9YS,170.0,174.0,1
1000000585,PICKUP,,141.0,142.0,1
1000000586,Correo Argentino,TRK-NWTV79BKE9,604.0,607.0,1
1000000587,PICKUP,,366.0,367.0,1
1000000588,Correo Argentino,TRK-1M4I299IJ2,417.0,422.0,1
1000000589,PICKUP,,579.0,580.0,1
1000000590,Correo Argentino,TRK-MM04K3HF9P,182.0,187.0,1
1000000591,Correo Argentino,TRK-RW7XOZG42W,300.0,303.0,1
1000000592,PICKUP,,,,0
1000000593,PICKUP,,218.0,219.0,1
1000000594,Correo Argentino,TRK-SXP271I1DT,438.0,443.0,1
1000000595,Correo Argentino,TRK-2URQN3BZNH,315.0,317.0,1
1000000596,PICKUP,,225.0,226.0,1
1000000597,Correo Argentino,TRK-W63QBVQCHN,57.0,62.0,1
1000000598,PICKUP,,297.0,298.0,1
1000000599,Correo Argentino,TRK-NUJE8VLWEQ,61.0,66.0,1
1000000600,Correo Argentino,TRK-A5K8XEH8GE,378.0,382.0,1
1000000601,Correo Argentino,TRK-6WB4KPBUNO,250.0,255.0,1
1000000602,Correo Argentino,TRK-MQ8I3WEHGS,341.0,346.0,1
1000000603,Correo Argentino,TRK-M6TT9H9L80,495.0,499.0,1
1000000604,Correo Argentino,TRK-6YRA65EC0T,303.0,305.0,1
1000000605,PICKUP,,165.0,166.0,1
1000000606,PICKUP,,50.0,51.0,1
1000000607,Correo Argentino,TRK-2Y205KH040,155.0,157.0,1
1000000608,PICKUP,,321.0,322.0,1
1000000609,PICKUP,,146.0,147.0,1
1000000610,Correo Argentino,TRK-3E90EQEIHU,483.0,488.0,1
1000000611,Correo Argentino,TRK-LF6HPKYHEC,230.0,233.0,1
1000000612,Correo Argentino,TRK-9T80SUJCKU,502.0,505.0,1
1000000613,Correo Argentino,TRK-PMDZCP32SP,596.0,598.0,1
1000000614,PICKUP,,398.0,399.0,1
1000000615,PICKUP,,31.0,32.0,1
1000000616,Correo Argentino,TRK-WTTVZUXRUS,480.0,485.0,1
1000000617,Correo Argentino,TRK-MYWGD245M0,173.0,175.0,1
1000000618,Correo Argentino,TRK-WMNVQQ1JYO,382.0,387.0,1
1000000619,Correo Argentino,TRK-DELLTRQ36M,575.0,578.0,1
1000000620,Correo Argentino,TRK-J3ANQ6V097,52.0,55.0,1
1000000621,Correo Argentino,TRK-H7JWI0SRY7,299.0,301.0,1
1000000622,Correo Argentino,TRK-ZRD5D7VKC5,535.0,542.0,1
1000000623,Correo Argentino,TRK-956JD1BPO4,293.0,296.0,1
1000000624,PICKUP,,168.0,169.0,1
1000000625,PICKUP,,310.0,311.0,1
1000000626,PICKUP,,191.0,192.0,1
1000000627,PICKUP,,59.0,60.0,1
1000000628,PICKUP,,184.0,185.0,1
1000000629,Correo Argentino,TRK-UPFJMP9KHZ,396.0,401.0,1
1000000630,Correo Argentino,TRK-T7SAYQN92T,473.0,478.0,1
1000000631,PICKUP,,255.0,256.0,1
1000000632,PICKUP,,288.0,289.0,1
1000000633,PICKUP,,212.0,213.0,1
1000000634,Correo Argentino,TRK-7J6OY77G62,270.0,275.0,1
1000000635,PICKUP,,421.0,422.0,1
1000000636,Correo Argentino,,,,0
1000000637,PICKUP,,387.0,388.0,1
1000000638,PICKUP,,27.0,28.0,1
1000000639,PICKUP,,51.0,52.0,1
1000000640,Correo Argentino,TRK-QNC4429W1Y,111.0,114.0,1
1000000641,PICKUP,,418.0,419.0,1
1000000642,Correo Argentino,TRK-HBTLVVBA0Y,272.0,275.0,1
1000000643,Correo Argentino,TRK-EU7AXTCFSB,288.0,293.0,1
1000000644,Correo Argentino,TRK-6X7YNSLQMN,42.0,47.0,1
1000000645,Correo Argentino,TRK-TU3RZIDVRI,612.0,617.0,1
1000000646,Correo Argentino,TRK-IQ97DH4IW9,442.0,445.0,1
1000000647,Correo Argentino,,,,0
1000000648,Correo Argentino,TRK-4JY908QDW8,207.0,209.0,1
1000000649,Correo Argentino,TRK-6OTN4LL1WO,555.0,558.0,1
1000000650,Correo Argentino,TRK-TIHM7X1HXC,625.0,628.0,1
1000000651,Correo Argentino,TRK-SM897JHHZL,528.0,532.0,1
1000000652,PICKUP,,237.0,238.0,1
1000000653,Correo Argentino,TRK-9R84A3NDPY,465.0,468.0,1
1000000654,Correo Argentino,TRK-L1T4NB5GO0,234.0,238.0,1
1000000655,PICKUP,,416.0,417.0,1
1000000656,Correo Argentino,TRK-6LBQMLFP36,523.0,528.0,1
1000000657,Correo Argentino,TRK-DXI7NDCWDH,162.0,168.0,1
1000000658,Correo Argentino,TRK-LVWQOLF43Y,243.0,248.0,1
1000000659,PICKUP,,,,0
1000000660,Correo Argentino,TRK-F5HWGMI1GC,101.0,105.0,1
1000000661,Correo Argentino,TRK-8DD3VIGT6D,153.0,159.0,1
1000000662,PICKUP,,318.0,319.0,1
1000000663,PICKUP,,,,0
1000000664,Correo Argentino,TRK-55LK9UAWWP,476.0,478.0,1
1000000665,PICKUP,,466.0,467.0,1
1000000666,Correo Argentino,TRK-33JCN6CYO5,514.0,518.0,1
1000000667,PICKUP,,545.0,546.0,1
1000000668,Correo Argentino,,,,0
1000000669,Correo Argentino,TRK-8Y62J6GOQL,260.0,263.0,1
1000000670,Correo Argentino,TRK-SGUTTFL9NE,172.0,177.0,1
1000000671,Correo Argentino,TRK-AOLXQRMQ1H,125.0,130.0,1
1000000672,Correo Argentino,TRK-FOPDKHV4BH,109.0,113.0,1
1000000673,PICKUP,,538.0,539.0,1
1000000674,PICKUP,,564.0,565.0,1
1000000675,Correo Argentino,TRK-3OKQFC6O8Y,539.0,542.0,1
1000000676,PICKUP,,301.0,302.0,1
1000000677,PICKUP,,352.0,353.0,1
1000000678,Correo Argentino,TRK-BZ1K0R401C,144.0,149.0,1
1000000679,Correo Argentino,TRK-CZ8W9U1Q2T,108.0,112.0,1
1000000680,PICKUP,,341.0,342.0,1
1000000681,Correo Argentino,TRK-1C8PO6AMAQ,314.0,316.0,1
1000000682,PICKUP,,42.0,43.0,1
1000000683,Correo Argentino,TRK-IRC2O2KP3J,91.0,96.0,1
1000000684,Correo Argentino,TRK-SA28T4YMIC,149.0,152.0,1
1000000685,Correo Argentino,TRK-R99TGS7HZZ,299.0,303.0,1
1000000686,PICKUP,,242.0,243.0,1
1000000687,PICKUP,,,,0
1000000688,Correo Argentino,TRK-VIK6CNF7RQ,604.0,609.0,1
1000000689,Correo Argentino,TRK-SJZ1B2R27Y,174.0,178.0,1
1000000690,Correo Argentino,TRK-ZMMPMZ69IM,626.0,630.0,1
1000000691,PICKUP,,416.0,417.0,1
1000000692,PICKUP,,8.0,9.0,1
1000000693,Correo Argentino,TRK-YRC7QGO7UK,45.0,50.0,1
1000000694,PICKUP,,536.0,537.0,1
1000000695,PICKUP,,251.0,252.0,1
1000000696,Correo Argentino,TRK-ILKOS2I149,486.0,488.0,1
1000000697,PICKUP,,462.0,463.0,1
1000000698,Correo Argentino,TRK-1KCP41YB60,54.0,56.0,1
1000000699,PICKUP,,290.0,291.0,1
1000000700,Correo Argentino,TRK-5PRWK2TYPN,474.0,476.0,1
1000000701,PICKUP,,69.0,70.0,1
1000000702,PICKUP,,222.0,223.0,1
1000000703,PICKUP,,341.0,342.0,1
1000000704,Correo Argentino,TRK-WQD6YN5GL0,51.0,54.0,1
1000000705,Correo Argentino,,,,0
1000000706,PICKUP,,620.0,621.0,1
1000000707,Correo Argentino,TRK-1PR6GBF6OV,179.0,183.0,1
1000000708,Correo Argentino,TRK-C0Y2YB8QVY,440.0,445.0,1
1000000709,PICKUP,,533.0,534.0,1
1000000710,PICKUP,,370.0,371.0,1
1000000711,Correo Argentino,TRK-0GHRED71QX,182.0,187.0,1
1000000712,Correo Argentino,TRK-HYEF2L0PI8,47.0,52.0,1
1000000713,PICKUP,,289.0,290.0,1
1000000714,Correo Argentino,TRK-HXZMFU2G65,608.0,612.0,1
1000000715,PICKUP,,5.0,6.0,1
1000000716,Correo Argentino,TRK-A3MFK5A38E,73.0,78.0,1
1000000717,Correo Argentino,TRK-4D18JQJ0AR,49.0,51.0,1
1000000718,Correo Argentino,TRK-5V4E6F0R1W,140.0,144.0,1
1000000719,PICKUP,,235.0,236.0,1
1000000720,Correo Argentino,TRK-C588I4RBBN,594.0,596.0,1
1000000721,Correo Argentino,TRK-N5D34GU5Z9,270.0,274.0,1
1000000722,Correo Argentino,,,,0
1000000723,Correo Argentino,TRK-MM1BH3TXZ1,106.0,109.0,1
1000000724,Correo Argentino,TRK-R4WG7S7DXD,488.0,490.0,1
1000000725,PICKUP,,517.0,518.0,1
1000000726,Correo Argentino,TRK-XZ8LC007PU,187.0,190.0,1
1000000727,Correo Argentino,TRK-MEQW2N5EOY,536.0,541.0,1
1000000728,Correo Argentino,TRK-BQB3SG02I6,301.0,303.0,1
1000000729,Correo Argentino,TRK-YV2S59917V,218.0,223.0,1
1000000730,PICKUP,,604.0,605.0,1
1000000731,PICKUP,,421.0,422.0,1
1000000732,Correo Argentino,TRK-65TYAGI9UO,10.0,12.0,1
1000000733,Correo Argentino,TRK-0DXOAHHSZS,150.0,154.0,1
1000000734,Correo Argentino,TRK-LMJ4TP1C3H,44.0,48.0,1
1000000735,PICKUP,,520.0,521.0,1
1000000736,PICKUP,,585.0,586.0,1
1000000737,PICKUP,,430.0,431.0,1
1000000738,Correo Argentino,TRK-Z9ZW1Z9YUD,351.0,354.0,1
1000000739,PICKUP,,70.0,71.0,1
1000000740,PICKUP,,110.0,111.0,1
1000000741,Correo Argentino,,,,0
1000000742,Correo Argentino,TRK-G2AZ7GKXQ9,193.0,198.0,1
1000000743,Correo Argentino,TRK-GB3MWAZV1H,223.0,228.0,1
1000000744,Correo Argentino,TRK-2I4KT4QXAR,203.0,208.0,1
1000000745,Correo Argentino,TRK-U7DPNUCO3S,383.0,387.0,1
1000000746,Correo Argentino,TRK-2CUP5RB9VD,368.0,372.0,1
1000000747,PICKUP,,181.0,182.0,1
1000000748,PICKUP,,421.0,422.0,1
1000000749,Correo Argentino,TRK-CSWSXRXLL9,304.0,308.0,1
1000000750,Correo Argentino,TRK-G86DQ8G2K1,271.0,274.0,1
1000000751,PICKUP,,550.0,551.0,1
1000000752,Correo Argentino,TRK-9ZYGCQWHR1,389.0,394.0,1
1000000753,Correo Argentino,TRK-C572MPORGJ,575.0,577.0,1
1000000754,PICKUP,,620.0,621.0,1
1000000755,Correo Argentino,TRK-PIIB2PS5U9,604.0,609.0,1
1000000756,Correo Argentino,TRK-HX4X6BL7IJ,595.0,598.0,1
1000000757,PICKUP,,,,0
1000000758,Correo Argentino,TRK-NGWZHED1T2,231.0,233.0,1
1000000759,Correo Argentino,TRK-JZMNRPNUZF,4.0,8.0,1
1000000760,Correo Argentino,TRK-D9L9XG28MD,352.0,357.0,1
1000000761,Correo Argentino,TRK-CCWE81OBLX,483.0,486.0,1
1000000762,Correo Argentino,TRK-R9V0PQ2LHM,456.0,458.0,1
1000000763,Correo Argentino,TRK-K2YKKMX220,129.0,133.0,1
1000000764,Correo Argentino,TRK-J0876024P4,257.0,261.0,1
1000000765,Correo Argentino,TRK-SY3SZ50AIS,322.0,325.0,1
1000000766,Correo Argentino,TRK-5O3MZ4VQHB,251.0,255.0,1
1000000767,Correo Argentino,TRK-XGZF8LCRO2,300.0,303.0,1
1000000768,Correo Argentino,TRK-DN6BFHYH0N,638.0,641.0,1
1000000769,Correo Argentino,TRK-5MAN7KNMSH,363.0,367.0,1
1000000770,Correo Argentino,TRK-80BGH9DJ8D,361.0,365.0,1
1000000771,PICKUP,,507.0,508.0,1
1000000772,Correo Argentino,TRK-4CZOVFV7HW,205.0,209.0,1
1000000773,Correo Argentino,TRK-R4KPIQ701P,490.0,495.0,1
1000000774,Correo Argentino,TRK-DECF77SY2U,327.0,331.0,1
1000000775,PICKUP,,60.0,61.0,1
1000000776,Correo Argentino,TRK-7A1GQE1IE7,8.0,13.0,1
1000000777,PICKUP,,396.0,397.0,1
1000000778,Correo Argentino,TRK-615ISAYAWV,218.0,222.0,1
1000000779,Correo Argentino,TRK-RIJJ654SU7,329.0,332.0,1
1000000780,PICKUP,,,,0
1000000781,Correo Argentino,TRK-21FGMYQBRS,392.0,397.0,1
1000000782,PICKUP,,408.0,409.0,1
1000000783,Correo Argentino,TRK-Q0SFYBVOKB,404.0,409.0,1
1000000784,Correo Argentino,TRK-BPZ5JVVS92,478.0,480.0,1
1000000785,Correo Argentino,TRK-9HWB4S4A1J,98.0,100.0,1
1000000786,Correo Argentino,TRK-HUWPB83U66,195.0,200.0,1
1000000787,PICKUP,,301.0,302.0,1
1000000788,Correo Argentino,TRK-N5TPPNUEPD,261.0,266.0,1
1000000789,Correo Argentino,TRK-OAI3A7TC2A,546.0,549.0,1
1000000790,Correo Argentino,TRK-5JY0KKRFSR,547.0,551.0,1
1000000791,Correo Argentino,TRK-6TS1UVG9GC,137.0,140.0,1
1000000792,Correo Argentino,TRK-5MZCJGUCF1,317.0,319.0,1
1000000793,Correo Argentino,TRK-Z0RW9DKLWA,228.0,232.0,1
1000000794,PICKUP,,483.0,484.0,1
1000000795,PICKUP,,611.0,612.0,1
1000000796,Correo Argentino,,,,0
1000000797,PICKUP,,11.0,12.0,1
1000000798,PICKUP,,436.0,437.0,1
1000000799,Correo Argentino,TRK-DGMSZVMM3H,37.0,42.0,1
1000000800,Correo Argentino,TRK-KRYAB120TS,468.0,473.0,1
1000000801,Correo Argentino,TRK-AUJIDZ177B,421.0,424.0,1
1000000802,PICKUP,,493.0,494.0,1
1000000803,Correo Argentino,TRK-O98Z2MF017,628.0,630.0,1
1000000804,Correo Argentino,TRK-1RYEQ7KOTK,50.0,52.0,1
1000000805,Correo Argentino,,,,0
1000000806,PICKUP,,212.0,213.0,1
1000000807,PICKUP,,,,0
1000000808,PICKUP,,53.0,54.0,1
1000000809,PICKUP,,202.0,203.0,1
1000000810,PICKUP,,429.0,430.0,1
1000000811,PICKUP,,586.0,587.0,1
1000000812,Correo Argentino,TRK-TQ6YE84C6O,377.0,381.0,1
1000000813,Correo Argentino,TRK-3BUOA075OK,284.0,287.0,1
1000000814,Correo Argentino,TRK-1GPC8MG29V,292.0,295.0,1
1000000815,Correo Argentino,TRK-C18LTSQ29K,537.0,540.0,1
1000000816,PICKUP,,484.0,485.0,1
1000000817,PICKUP,,414.0,415.0,1
1000000818,Correo Argentino,TRK-PAJMFOTE7C,474.0,479.0,1
1000000819,PICKUP,,552.0,553.0,1
1000000820,PICKUP,,64.0,65.0,1
1000000821,Correo Argentino,TRK-671KX2323P,280.0,286.0,1
1000000822,Correo Argentino,TRK-5E2BPKF0A1,196.0,200.0,1
1000000823,Correo Argentino,TRK-F645HA8G7J,13.0,16.0,1
1000000824,Correo Argentino,TRK-E7BI3RHK74,451.0,455.0,1
1000000825,Correo Argentino,TRK-VRG4U5FHST,27.0,30.0,1
1000000826,PICKUP,,309.0,310.0,1
1000000827,Correo Argentino,TRK-PLMTF8HB3K,334.0,338.0,1
1000000828,Correo Argentino,TRK-81XXWSI1CO,267.0,272.0,1
1000000829,PICKUP,,348.0,349.0,1
1000000830,PICKUP,,178.0,179.0,1
1000000831,Correo Argentino,TRK-68TMYU08QG,279.0,283.0,1
1000000832,PICKUP,,78.0,79.0,1
1000000833,PICKUP,,628.0,629.0,1
1000000834,Correo Argentino,TRK-E3ST1Q2SL0,177.0,179.0,1
1000000835,Correo Argentino,TRK-TQSYQQTL5A,351.0,356.0,1
1000000836,Correo Argentino,TRK-6KTUZH06DI,315.0,318.0,1
1000000837,Correo Argentino,TRK-ZVC89VTH9U,349.0,354.0,1
1000000838,PICKUP,,425.0,426.0,1
1000000839,Correo Argentino,TRK-XFC29U2Y7R,472.0,475.0,1
1000000840,Correo Argentino,TRK-STRRFVSXCV,566.0,571.0,1
1000000841,Correo Argentino,,,,0
1000000842,Correo Argentino,TRK-ZUP0AGVNZW,522.0,529.0,1
1000000843,Correo Argentino,TRK-73JUNBKX0X,74.0,81.0,1
1000000844,Correo Argentino,TRK-H0AF3LFL4A,583.0,585.0,1
1000000845,Correo Argentino,TRK-W0HIJA6BX7,242.0,247.0,1
1000000846,Correo Argentino,TRK-345ZN4MOT5,605.0,608.0,1
1000000847,Correo Argentino,TRK-0VSIAQQCYP,123.0,125.0,1
1000000848,Correo Argentino,TRK-DGXJA6YBLH,573.0,578.0,1
1000000849,PICKUP,,420.0,421.0,1
1000000850,Correo Argentino,,,,0
1000000851,Correo Argentino,TRK-WTNU73YSKH,223.0,227.0,1
1000000852,PICKUP,,87.0,88.0,1
1000000853,Correo Argentino,TRK-I3FRLIMFK3,576.0,581.0,1
1000000854,PICKUP,,592.0,593.0,1
1000000855,PICKUP,,94.0,95.0,1
1000000856,Correo Argentino,TRK-6E5M9X9CQJ,500.0,502.0,1
1000000857,Correo Argentino,TRK-APGI32O4H1,585.0,589.0,1
1000000858,Correo Argentino,TRK-RLFOSKG3V2,89.0,94.0,1
1000000859,PICKUP,,594.0,595.0,1
1000000860,Correo Argentino,TRK-AKII80N2QD,410.0,413.0,1
1000000861,Correo Argentino,TRK-D8T10FX4SP,359.0,361.0,1
1000000862,Correo Argentino,TRK-NOF088TU5U,524.0,528.0,1
1000000863,Correo Argentino,TRK-NJXJZ8ISBC,299.0,303.0,1
1000000864,Correo Argentino,TRK-R3UO94MRB6,117.0,119.0,1
1000000865,Correo Argentino,TRK-YY5A3LQBWP,413.0,415.0,1
1000000866,PICKUP,,535.0,536.0,1
1000000867,PICKUP,,,,0
1000000868,Correo Argentino,TRK-QOOWHKVL3X,250.0,252.0,1
1000000869,Correo Argentino,TRK-TE2RCKCDDX,116.0,120.0,1
1000000870,Correo Argentino,TRK-XBU602H7AB,421.0,426.0,1
1000000871,PICKUP,,519.0,520.0,1
1000000872,Correo Argentino,TRK-JRZOEJIWHB,480.0,483.0,1
1000000873,PICKUP,,405.0,406.0,1
1000000874,PICKUP,,103.0,104.0,1
1000000875,Correo Argentino,TRK-90E497V672,447.0,452.0,1
1000000876,Correo Argentino,TRK-QOYM8BSLT5,99.0,103.0,1
1000000877,PICKUP,,301.0,302.0,1
1000000878,PICKUP,,146.0,147.0,1
1000000879,PICKUP,,457.0,458.0,1
1000000880,PICKUP,,234.0,235.0,1
1000000881,PICKUP,,75.0,76.0,1
1000000882,Correo Argentino,TRK-O4G56XAS83,214.0,216.0,1
1000000883,Correo Argentino,TRK-409YYR8IF5,238.0,243.0,1
1000000884,Correo Argentino,TRK-650DJI1YC1,557.0,559.0,1
1000000885,Correo Argentino,TRK-668A71H4WR,38.0,43.0,1
1000000886,Correo Argentino,TRK-QU4X3SUYBZ,361.0,366.0,1
1000000887,Correo Argentino,TRK-6CGMD2S0S5,357.0,362.0,1
1000000888,Correo Argentino,,,,0
1000000889,PICKUP,,289.0,290.0,1
1000000890,PICKUP,,226.0,227.0,1
1000000891,Correo Argentino,TRK-9YTGND2LUI,293.0,297.0,1
1000000892,Correo Argentino,TRK-VNYNS4P10C,593.0,595.0,1
1000000893,PICKUP,,526.0,527.0,1
1000000894,Correo Argentino,TRK-YAOSDKQU98,24.0,27.0,1
1000000895,PICKUP,,154.0,155.0,1
1000000896,PICKUP,,605.0,606.0,1
1000000897,PICKUP,,638.0,639.0,1
1000000898,Correo Argentino,TRK-YK5NNRDBPZ,163.0,167.0,1
1000000899,Correo Argentino,TRK-ECS7HKFZ97,130.0,134.0,1
1000000900,Correo Argentino,TRK-OOTY3POF1F,136.0,140.0,1
1000000901,PICKUP,,422.0,423.0,1
1000000902,PICKUP,,13.0,14.0,1
1000000903,PICKUP,,624.0,625.0,1
1000000904,PICKUP,,467.0,468.0,1
1000000905,Correo Argentino,TRK-CG7G2MVKGC,194.0,199.0,1
1000000906,Correo Argentino,TRK-Q0PUNGRRG5,376.0,380.0,1
1000000907,PICKUP,,468.0,469.0,1
1000000908,PICKUP,,126.0,127.0,1
1000000909,Correo Argentino,TRK-FQQB5TNN41,376.0,380.0,1
1000000910,PICKUP,,147.0,148.0,1
1000000911,Correo Argentino,TRK-J59L81T02T,283.0,289.0,1
